original_name,original_url,POWO_accepted,POWO_name,Names equal?,POWO_rank,POWO_url,POWO_url_full
Lathyrus niger,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2351298,TRUE,Lathyrus niger,TRUE,Species,/taxon/urn:lsid:ipni.org:names:501886-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501886-1
Lathyrus nissolia subsp. nissolia,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3013393,TRUE,Lathyrus nissolia subsp. nissolia,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77173218-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77173218-1
Lathyrus nissolia var. gramineus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3280324,TRUE,Lathyrus nissolia subsp. nissolia,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77173218-1,
Lathyrus ochrus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2350654,TRUE,Lathyrus ochrus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:501908-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501908-1
Lathyrus ochrus var. petiolaris,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3280327,TRUE,Lathyrus ochrus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:501908-1,
Lathyrus pratensis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2351512,TRUE,Lathyrus pratensis,TRUE,Species,/taxon/urn:lsid:ipni.org:names:501954-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:501954-1
Lathyrus sylvestris,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2351122,TRUE,Lathyrus sylvestris,TRUE,Species,/taxon/urn:lsid:ipni.org:names:502035-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:502035-1
Lathyrus sylvestris var. ensifolius,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2910154,FALSE,Lathyrus sylvestris var. ensifolius,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:2910154-4,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2910154-4
Lathyrus vernus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2351026,TRUE,Lathyrus vernus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:502084-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:502084-1
Lathyrus vernus var. latifolius,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3013341,TRUE,Lathyrus vernus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:502084-1,
Leersia oryzoides,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:422108,TRUE,Leersia oryzoides,TRUE,Species,/taxon/urn:lsid:ipni.org:names:1109632-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1109632-2
Leersia oryzoides var. patens,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:541440,TRUE,Leersia oryzoides,FALSE,Species,/taxon/urn:lsid:ipni.org:names:1109632-2,
Leontodon hirtus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3075057,TRUE,Leontodon hirtus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:229351-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:229351-1
Leontodon hirtus var. arenarius,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3280368,TRUE,Leontodon saxatilis subsp. saxatilis,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77180627-1,
Leontodon hispidus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3075058,TRUE,Leontodon crispus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:229292-1,
Leontodon saxatilis subsp. saxatilis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3075222,TRUE,Leontodon saxatilis subsp. saxatilis,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77180627-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77180627-1
Lepanthes guatemalensis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:110037,TRUE,Lepanthes guatemalensis,TRUE,Species,/taxon/urn:lsid:ipni.org:names:279450-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:279450-2
Lepidium perfoliatum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2338612,TRUE,Lepidium perfoliatum,TRUE,Species,/taxon/urn:lsid:ipni.org:names:286336-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:286336-1
Lepisanthes fruticosa,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2498588,TRUE,Lepisanthes fruticosa,TRUE,Species,/taxon/urn:lsid:ipni.org:names:783498-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:783498-1
Lepturus filiformis var. subcurvatus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:422467,FALSE,Lepturus filiformis var. subcurvatus,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:77281436-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77281436-1
Leucanthemum vulgare subsp. vulgare,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3112277,TRUE,Leucanthemum vulgare subsp. vulgare,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77180150-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77180150-1
Leucojum aestivum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:280491,TRUE,Leucojum vernum,FALSE,Species,/taxon/urn:lsid:ipni.org:names:65769-1,
Leucojum aestivum var. pulchellum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:499720,TRUE,Leucojum aestivum,FALSE,Species,/taxon/urn:lsid:ipni.org:names:65743-1,
Leucojum vernum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:280568,TRUE,Leucojum vernum,TRUE,Species,/taxon/urn:lsid:ipni.org:names:65769-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:65769-1
Leymus arenarius,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:422570,TRUE,Leymus arenarius,TRUE,Species,/taxon/urn:lsid:ipni.org:names:407309-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:407309-1
Libinhania gracilipes,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3092748,TRUE,Libinhania gracilipes,TRUE,Species,/taxon/urn:lsid:ipni.org:names:77162761-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77162761-1
Libinhania pendula,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3092753,TRUE,Libinhania pendula,TRUE,Species,/taxon/urn:lsid:ipni.org:names:77162758-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77162758-1
Licania cordata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:353114,TRUE,Licania cordata,TRUE,Species,/taxon/urn:lsid:ipni.org:names:139740-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:139740-2
Limonium bonduellei,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2495532,TRUE,Limonium bonduellei,TRUE,Species,/taxon/urn:lsid:ipni.org:names:686667-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:686667-1
Linaria vulgaris,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2498895,TRUE,Linaria vulgaris,TRUE,Species,/taxon/urn:lsid:ipni.org:names:60453408-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60453408-2
Linum catharticum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2348507,TRUE,Linum catharticum,TRUE,Species,/taxon/urn:lsid:ipni.org:names:544405-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544405-1
Lipandra polysperma,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2914227,TRUE,Lipandra polysperma,TRUE,Species,/taxon/urn:lsid:ipni.org:names:77121012-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77121012-1
Lobularia maritima subsp. maritima,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3257260,TRUE,Lobularia maritima subsp. maritima,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77223776-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77223776-1
Lolium arundinaceum subsp. arundinaceum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:523516,TRUE,Lolium arundinaceum subsp. arundinaceum,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77173353-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77173353-1
Lolium multiflorum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:422833,TRUE,Lolium multiflorum,TRUE,Species,/taxon/urn:lsid:ipni.org:names:407486-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:407486-1
Lolium multiflorum var. longiaristatum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:541505,TRUE,Lolium multiflorum,FALSE,Species,/taxon/urn:lsid:ipni.org:names:407486-1,
Lolium multiflorum var. submuticum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:422845,TRUE,Lolium multiflorum,FALSE,Species,/taxon/urn:lsid:ipni.org:names:407486-1,
Lolium perenne,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:422848,TRUE,Lolium perenne,TRUE,Species,/taxon/urn:lsid:ipni.org:names:407493-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:407493-1
Lolium perenne fo. compositum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:550593,not found,not found,FALSE,not found,not found,
Lolium perenne subsp. cristatum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:541511,TRUE,Lolium perenne,FALSE,Species,/taxon/urn:lsid:ipni.org:names:407493-1,
Lolium perenne var. humile,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:476896,TRUE,Lolium perenne,FALSE,Species,/taxon/urn:lsid:ipni.org:names:407493-1,
Lotus corniculatus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2345329,TRUE,Fabaceae,FALSE,Family,/taxon/urn:lsid:ipni.org:names:30000147-2,
Lotus corniculatus subsp. corniculatus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3013715,TRUE,Lotus corniculatus subsp. corniculatus,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77190398-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190398-1
Lotus corniculatus var. tenuis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3251214,TRUE,Lotus tenuis,FALSE,Species,/taxon/urn:lsid:ipni.org:names:503917-1,
Lotus pedunculatus subsp. pedunculatus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3013751,TRUE,Lotus pedunculatus subsp. pedunculatus,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77190414-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190414-1
Lotus tenuis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2345174,TRUE,Lotus tenuis,TRUE,Species,/taxon/urn:lsid:ipni.org:names:503917-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:503917-1
Lotus uliginosus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2347933,TRUE,Lotus pedunculatus subsp. pedunculatus,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77190414-1,
Lotus uliginosus var. glabriusculus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2912050,TRUE,Lotus pedunculatus subsp. pedunculatus,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77190414-1,
Luzula campestris,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316212,TRUE,Luzula campestris,TRUE,Species,/taxon/urn:lsid:ipni.org:names:443746-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:443746-1
Luzula campestris var. vulgaris,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316285,TRUE,Luzula campestris,FALSE,Species,/taxon/urn:lsid:ipni.org:names:443746-1,
Luzula luzuloides subsp. rubella,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316458,TRUE,Luzula luzuloides subsp. rubella,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:922343-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:922343-1
Luzula multiflora,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316484,TRUE,Luzula multiflora,TRUE,Species,/taxon/urn:lsid:ipni.org:names:1159940-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1159940-2
Luzula nemorosa var. cuprina,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316537,TRUE,Luzula luzuloides subsp. rubella,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:922343-1,
Lychnis flos-cuculi,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2340439,TRUE,Silene flos-cuculi,FALSE,Species,/taxon/urn:lsid:ipni.org:names:911444-1,
Lycopodium complanatum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3139400,TRUE,Lycopodium complanatum,TRUE,Species,/taxon/urn:lsid:ipni.org:names:147262-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:147262-2
Lycopus europaeus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:115904,TRUE,Lycopus europaeus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:449641-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:449641-1
Lycopus europaeus var. elatior,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:476785,TRUE,Lycopus europaeus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:449641-1,
Lysimachia arvensis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2896568,TRUE,Lysimachia arvensis,TRUE,Species,/taxon/urn:lsid:ipni.org:names:77100386-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77100386-1
Macrothelypteris torresiana,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3148089,TRUE,Macrothelypteris torresiana,TRUE,Species,/taxon/urn:lsid:ipni.org:names:1019960-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1019960-2
Malva alcea,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2503573,TRUE,Malva alcea,TRUE,Species,/taxon/urn:lsid:ipni.org:names:561521-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:561521-1
Malva alcea var. bismalva,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3280865,TRUE,Malva alcea subsp. alcea,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77226418-1,
Malva moschata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2503483,TRUE,Pelargonium odoratissimum,FALSE,Species,/taxon/urn:lsid:ipni.org:names:376654-1,
Malva moschata var. heterophylla,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3006447,TRUE,Malva moschata,FALSE,Species,/taxon/urn:lsid:ipni.org:names:561790-1,
Matricaria chamomilla,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2906535,TRUE,Matricaria chamomilla,TRUE,Species,/taxon/urn:lsid:ipni.org:names:154715-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:154715-2
Matricaria chamomilla var. suaveolens,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3272686,FALSE,Matricaria chamomilla var. suaveolens,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:3272686-4,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3272686-4
Matricaria inodora,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2906805,TRUE,Tripleurospermum inodorum,FALSE,Species,/taxon/urn:lsid:ipni.org:names:256500-1,
Matthiola incana subsp. incana,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3257520,TRUE,Matthiola incana subsp. incana,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77223391-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77223391-1
Medicago apiculata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2368647,TRUE,Medicago polymorpha,FALSE,Species,/taxon/urn:lsid:ipni.org:names:60465997-2,
Medicago arabica,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2368658,TRUE,Medicago arabica,TRUE,Species,/taxon/urn:lsid:ipni.org:names:58427-3,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:58427-3
Medicago littoralis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2368445,TRUE,Medicago littoralis,TRUE,Species,/taxon/urn:lsid:ipni.org:names:506264-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:506264-1
Medicago lupulina,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2368448,TRUE,Medicago lupulina,TRUE,Species,/taxon/urn:lsid:ipni.org:names:506268-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:506268-1
Medicago lupulina var. willdenowii,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2933151,TRUE,Medicago lupulina,FALSE,Species,/taxon/urn:lsid:ipni.org:names:506268-1,
Medicago minima,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2368363,TRUE,Medicago minima,TRUE,Species,/taxon/urn:lsid:ipni.org:names:77089103-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77089103-1
Medicago minima fo.rm mollissima,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3031390,not found,not found,FALSE,not found,not found,
Medicago minima var. pubescens,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3036293,TRUE,Medicago minima,FALSE,Species,/taxon/urn:lsid:ipni.org:names:77089103-1,
Medicago minima var. viscida,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2369130,TRUE,Medicago minima,FALSE,Species,/taxon/urn:lsid:ipni.org:names:77089103-1,
Medicago murex,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2368354,TRUE,Medicago murex,TRUE,Species,/taxon/urn:lsid:ipni.org:names:506297-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:506297-1
Medicago sativa,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2369031,TRUE,Fabaceae,FALSE,Family,/taxon/urn:lsid:ipni.org:names:30000147-2,
Medicago sphaerocarpos var. ovalis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3036326,TRUE,Medicago murex,FALSE,Species,/taxon/urn:lsid:ipni.org:names:506297-1,
Medicago turbinata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2369140,TRUE,Medicago turbinata,TRUE,Species,/taxon/urn:lsid:ipni.org:names:506480-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:506480-1
Melampyrum cristatum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2507128,TRUE,Melampyrum cristatum,TRUE,Species,/taxon/urn:lsid:ipni.org:names:805650-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:805650-1
Melampyrum nemorosum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2507277,TRUE,Melampyrum nemorosum,TRUE,Species,/taxon/urn:lsid:ipni.org:names:805704-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:805704-1
Melampyrum nemorosum var. fallax,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3011807,TRUE,Melampyrum subalpinum,FALSE,Species,/taxon/urn:lsid:ipni.org:names:805735-1,
Melampyrum pratense,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2507223,TRUE,Melampyrum pratense,TRUE,Species,/taxon/urn:lsid:ipni.org:names:805713-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:805713-1
Melampyrum pratense subsp. latifolium,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3008341,TRUE,Melampyrum pratense subsp. pratense,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77226000-1,
Melampyrum pratense subsp. pratense,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3259738,TRUE,Melampyrum pratense subsp. pratense,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77226000-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77226000-1
Melampyrum pratense subsp. purpureum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2900700,TRUE,Melampyrum pratense subsp. pratense,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77226000-1,
Melampyrum pratense var. latifolium,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3008343,TRUE,Melampyrum pratense subsp. latifolium,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77252810-1,
Melampyrum subalpinum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2507240,TRUE,Melampyrum subalpinum,TRUE,Species,/taxon/urn:lsid:ipni.org:names:805735-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:805735-1
Melampyrum sylvaticum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2507236,TRUE,Melampyrum sylvaticum,TRUE,Species,/taxon/urn:lsid:ipni.org:names:805739-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:805739-1
Melandrium diurnum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2371172,FALSE,Melandrium diurnum,TRUE,Species,/taxon/urn:lsid:ipni.org:names:155273-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:155273-1
Melastoma malabatricum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3028749,FALSE,Melastoma malabatricum,TRUE,Species,/taxon/urn:lsid:ipni.org:names:570991-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:570991-1
Melastoma sanguineum var. sanguineum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3266413,TRUE,Melastoma sanguineum var. sanguineum,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:77232245-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77232245-1
Melica ciliata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:423496,TRUE,Melica ciliata,TRUE,Species,/taxon/urn:lsid:ipni.org:names:407959-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:407959-1
Melica ciliata var. nebrodensis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:423522,TRUE,Melica ciliata,FALSE,Species,/taxon/urn:lsid:ipni.org:names:407959-1,
Melilotus altissimus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2367269,TRUE,Melilotus altissimus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:506901-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:506901-1
Melilotus sulcatus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2367410,TRUE,Melilotus sulcatus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:507047-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507047-1
Melilotus sulcatus var. compactus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2912488,TRUE,Melilotus sulcatus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:507047-1,
Mentha aquatica,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:124366,TRUE,Mentha aquatica,TRUE,Species,/taxon/urn:lsid:ipni.org:names:450192-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:450192-1
Mentha aquatica var. lobeliana,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:465599,TRUE,Mentha aquatica,FALSE,Species,/taxon/urn:lsid:ipni.org:names:450192-1,
Mentha aquatica var. macrophylla,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:465420,TRUE,Mentha aquatica,FALSE,Species,/taxon/urn:lsid:ipni.org:names:450192-1,
Mentha aquatica var. pyrifolia,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:350732,TRUE,Mentha aquatica,FALSE,Species,/taxon/urn:lsid:ipni.org:names:450192-1,
Mentha arvensis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:124385,TRUE,Mentha arvensis,TRUE,Species,/taxon/urn:lsid:ipni.org:names:30026217-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30026217-2
Mentha arvensis fo.rm lanata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:124404,not found,not found,FALSE,not found,not found,
Mentha arvensis var. badensis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:342276,TRUE,Mentha arvensis,FALSE,Species,/taxon/urn:lsid:ipni.org:names:30026217-2,
Mentha arvensis var. exigua,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469562,TRUE,Mentha arvensis,FALSE,Species,/taxon/urn:lsid:ipni.org:names:30026217-2,
Mentha arvensis var. glabrescens,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469411,TRUE,Mentha arvensis,FALSE,Species,/taxon/urn:lsid:ipni.org:names:30026217-2,
Mentha arvensis var. hirsuta,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469410,TRUE,Mentha arvensis,FALSE,Species,/taxon/urn:lsid:ipni.org:names:30026217-2,
Mentha arvensis var. multiflora,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:341910,TRUE,Mentha arvensis,FALSE,Species,/taxon/urn:lsid:ipni.org:names:30026217-2,
Mentha arvensis var. nummularia,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469571,TRUE,Mentha arvensis,FALSE,Species,/taxon/urn:lsid:ipni.org:names:30026217-2,
Mentha arvensis var. parviflora,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469572,TRUE,Mentha arvensis,FALSE,Species,/taxon/urn:lsid:ipni.org:names:30026217-2,
Mentha arvensis var. pegaia,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:349767,TRUE,Mentha arvensis,FALSE,Species,/taxon/urn:lsid:ipni.org:names:30026217-2,
Mentha arvensis var. procumbens,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469574,TRUE,Mentha arvensis,FALSE,Species,/taxon/urn:lsid:ipni.org:names:30026217-2,
Mentha canadensis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:124520,TRUE,Mentha canadensis,TRUE,Species,/taxon/urn:lsid:ipni.org:names:450311-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:450311-1
Mentha paludosa,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:125131,TRUE,Mentha aquatica,FALSE,Species,/taxon/urn:lsid:ipni.org:names:450192-1,
Mentha piperita,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:125188,TRUE,Mentha × piperita,FALSE,Species,/taxon/urn:lsid:ipni.org:names:450969-1,
Mentha varians,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:125555,TRUE,Mentha × varians,FALSE,Species,/taxon/urn:lsid:ipni.org:names:77244116-1,
Mentha verticillata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:125570,TRUE,Mentha × verticillata,FALSE,Species,/taxon/urn:lsid:ipni.org:names:451306-1,
Mentha villosa,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:125574,TRUE,Mentha arvensis,FALSE,Species,/taxon/urn:lsid:ipni.org:names:30026217-2,
