original_name,original_url,POWO_accepted,POWO_name,Names equal?,POWO_rank,POWO_url,POWO_url_full
Centaurea scabiosa subsp. tenuifolia,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3248408,TRUE,Centaurea scabiosa subsp. scabiosa,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77180019-1,
Centaurea solstitialis subsp. solstitialis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3050635,TRUE,Centaurea solstitialis subsp. solstitialis,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77179912-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77179912-1
Centaurea solstitialis var. intermedia,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3248426,TRUE,Centaurea solstitialis subsp. solstitialis,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77179912-1,
Centaurium pulchellum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2708736,TRUE,Centaurium pulchellum,TRUE,Species,/taxon/urn:lsid:ipni.org:names:366702-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:366702-1
Centaurium pulchellum subsp. pulchellum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3262672,TRUE,Centaurium pulchellum subsp. pulchellum,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77228886-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77228886-1
Centaurium pulchellum var. altaicum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2708737,TRUE,Centaurium pulchellum var. altaicum,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:77249659-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77249659-1
Centranthus ruber fo. albiflorus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3278395,not found,not found,FALSE,not found,not found,
Cephalaria balearica,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2709305,TRUE,Cephalaria squamiflora subsp. balearica,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77249197-1,
Cephalaria squamiflora subsp. balearica,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2709426,TRUE,Cephalaria squamiflora subsp. balearica,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77249197-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77249197-1
Cephalaria transsylvanica,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2709449,TRUE,Cephalaria transsylvanica,TRUE,Species,/taxon/urn:lsid:ipni.org:names:319196-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319196-1
Cerastium tomentosum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2710954,TRUE,Cerastium glomeratum subsp. glomeratum,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77227977-1,
Chenopodium album,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2716945,TRUE,Chenopodium berlandieri var. boscianum,FALSE,Variety,/taxon/urn:lsid:ipni.org:names:56045-2,
Chenopodium album var. commune,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2911447,TRUE,Chenopodium album,FALSE,Species,/taxon/urn:lsid:ipni.org:names:55993-2,
Chenopodium polyspermum var. cymosum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3278508,FALSE,Chenopodium polyspermum var. cymosum,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:3278508-4,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3278508-4
Chenopodium polyspermum var. rubrum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3006428,FALSE,Chenopodium polyspermum var. rubrum,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:3006428-4,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3006428-4
Chenopodium vulvaria,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2717921,TRUE,Chenopodium vulvaria,TRUE,Species,/taxon/urn:lsid:ipni.org:names:165311-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:165311-1
Chrysanthemum leucanthemum var. hirsutum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3235331,TRUE,Leucanthemum vulgare subsp. vulgare,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77180150-1,
Chrysanthemum parthenium var. discoideum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3235332,TRUE,Tanacetum parthenium,FALSE,Species,/taxon/urn:lsid:ipni.org:names:252460-1,
Cichorium intybus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2901597,TRUE,Cichorium intybus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:194533-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:194533-1
Cicuta virosa,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2720775,TRUE,Cicuta virosa,TRUE,Species,/taxon/urn:lsid:ipni.org:names:840414-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:840414-1
Cicuta virosa var. tenuifolia,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3004248,TRUE,Cicuta virosa,FALSE,Species,/taxon/urn:lsid:ipni.org:names:840414-1,
Cirsium arvense var. integrifolium,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3041402,TRUE,Cirsium arvense var. integrifolium,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:77181736-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77181736-1
Cirsium tataricum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3042190,TRUE,Cirsium × tataricum,FALSE,Species,/taxon/urn:lsid:ipni.org:names:196100-1,
Clinopodium nepeta subsp. spruneri,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:466716,TRUE,Clinopodium nepeta subsp. spruneri,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77113937-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77113937-1
Coffea arabica,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:45400,TRUE,Coffea pterocarpa,FALSE,Species,/taxon/urn:lsid:ipni.org:names:77094709-1,
Colchicum alpinum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:302755,TRUE,Colchicum alpinum,TRUE,Species,/taxon/urn:lsid:ipni.org:names:533221-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:533221-1
Colchicum alpinum var. parvulum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:302756,TRUE,Colchicum alpinum,FALSE,Species,/taxon/urn:lsid:ipni.org:names:533221-1,
Commelina platyphylla,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:234111,TRUE,Commelina platyphylla,TRUE,Species,/taxon/urn:lsid:ipni.org:names:172263-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:172263-1
Commelina platyphylla var. balansae,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:234112,FALSE,Commelina platyphylla var. balansae,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:234112-4,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:234112-4
Conchocarpus fontanesiana,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2748922,not found,not found,FALSE,not found,not found,
Conchocarpus fontanesianus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2733915,TRUE,Conchocarpus fontanesianus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:1001933-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1001933-1
Conium maculatum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2734165,TRUE,Daucus carota,FALSE,Species,/taxon/urn:lsid:ipni.org:names:841063-1,
Conium maculatum var. immaculatum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2734170,TRUE,Conium maculatum,FALSE,Species,/taxon/urn:lsid:ipni.org:names:840668-1,
Convolvulus arvensis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:483761,TRUE,Ipomoea maurandioides,FALSE,Species,/taxon/urn:lsid:ipni.org:names:269291-1,
Convolvulus arvensis var. hirtus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:487152,TRUE,Convolvulus arvensis,FALSE,Species,/taxon/urn:lsid:ipni.org:names:265849-1,
Convolvulus supinus var. supinus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:487058,TRUE,Convolvulus supinus var. supinus,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:77172711-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77172711-1
Corispermum hyssopifolium,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2737674,TRUE,Corispermum hyssopifolium,TRUE,Species,/taxon/urn:lsid:ipni.org:names:327166-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327166-2
Coronilla varia,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2738047,TRUE,Coronilla varia,TRUE,Species,/taxon/urn:lsid:ipni.org:names:487281-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:487281-1
Corylus avellana var. avellana,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:47844,TRUE,Corylus avellana var. avellana,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:77168006-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77168006-1
Corylus avellana var. urticifolia,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:47952,TRUE,Corylus avellana var. avellana,FALSE,Variety,/taxon/urn:lsid:ipni.org:names:77168006-1,
Crataegus monogyna,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2921984,TRUE,Viscum album,FALSE,Species,/taxon/urn:lsid:ipni.org:names:300881-2,
Crataegus x media,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2946119,TRUE,Crataegus macrosperma,FALSE,Species,/taxon/urn:lsid:ipni.org:names:68579-2,
Crepis foetida subsp. foetida,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3056981,TRUE,Crepis foetida subsp. foetida,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77180307-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77180307-1
Crepis foetida var. glandulosa,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3239177,TRUE,Crepis foetida subsp. foetida,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77180307-1,
Crepis leontodontoides,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3057103,TRUE,Crepis leontodontoides,TRUE,Species,/taxon/urn:lsid:ipni.org:names:200021-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:200021-1
Crepis tectorum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3057603,TRUE,Crepis capillaris,FALSE,Species,/taxon/urn:lsid:ipni.org:names:199753-1,
Crepis tectorum var. segetalis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3234923,TRUE,Crepis tectorum,FALSE,Species,/taxon/urn:lsid:ipni.org:names:200321-1,
Cuscuta europaea var. europaea,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:487090,TRUE,Cuscuta europaea var. europaea,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:77173448-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77173448-1
Cuscuta europaea var. viciae,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:478685,FALSE,Cuscuta europaea var. viciae,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:77272598-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77272598-1
Cyclopogon prasophyllus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:52805,TRUE,Cyclopogon prasophyllus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:73727-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:73727-2
Cynoglossum officinale,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2752089,TRUE,Cynoglossum officinale,TRUE,Species,/taxon/urn:lsid:ipni.org:names:115233-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:115233-1
Cynoglossum officinale var. albiflorum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3011407,TRUE,Cynoglossum officinale,FALSE,Species,/taxon/urn:lsid:ipni.org:names:115233-1,
Cyperella campestris var. multiflora,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332129,TRUE,Luzula multiflora,FALSE,Species,/taxon/urn:lsid:ipni.org:names:1159940-2,
Cyperus esculentus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:236532,TRUE,Cyperus esculentus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:300668-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:300668-2
Cyperus esculentus var. heermannii,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:236536,TRUE,Cyperus esculentus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:300668-2,
Cyperus fuscus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:236743,TRUE,Cyperus fuscus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:330929-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:330929-2
Cyperus fuscus var. virescens,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:341356,TRUE,Cyperus fuscus,FALSE,Species,/taxon/urn:lsid:ipni.org:names:330929-2,
Cystopteris filix-fragilis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3165883,TRUE,Cystopteris fragilis,FALSE,Species,/taxon/urn:lsid:ipni.org:names:30013429-2,
Cystopteris fragilis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3147368,TRUE,Cystopteris fragilis,TRUE,Species,/taxon/urn:lsid:ipni.org:names:30013429-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30013429-2
Cystopteris fragilis subsp. fragilis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3147369,TRUE,Cystopteris fragilis subsp. fragilis,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:137772-3,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:137772-3
Cystopteris fragilis subsp. regia,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3223850,TRUE,Cystopteris fragilis subsp. fragilis,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:137772-3,
Cystopteris fragilis var. cynapifolia,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3248856,TRUE,Cystopteris fragilis subsp. fragilis,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:137772-3,
Dactylis glomerata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:406640,TRUE,Dactylis glomerata,TRUE,Species,/taxon/urn:lsid:ipni.org:names:397309-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397309-1
Dactylis glomerata subsp. glomerata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:477174,TRUE,Dactylis glomerata subsp. glomerata,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77169768-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77169768-1
Dactylis glomerata var. spicata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:406728,FALSE,Dactylis glomerata var. spicata,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:406728-4,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:406728-4
Dactylorhiza incarnata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:55332,TRUE,Dactylorhiza incarnata,TRUE,Species,/taxon/urn:lsid:ipni.org:names:626620-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:626620-1
Dactylorhiza sambucina,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:55564,TRUE,Dactylorhiza sambucina,TRUE,Species,/taxon/urn:lsid:ipni.org:names:626671-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:626671-1
Daucus carota subsp. carota,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3263424,TRUE,Daucus carota subsp. carota,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77228982-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77228982-1
Daucus carota var. glaber,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2758012,TRUE,Daucus carota subsp. carota,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77228982-1,
Deschampsia cespitosa subsp. cespitosa,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:477182,TRUE,Deschampsia cespitosa subsp. cespitosa,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77168749-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77168749-1
Deschampsia cespitosa var. aurata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544097,TRUE,Deschampsia cespitosa subsp. cespitosa,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77168749-1,
Deschampsia cespitosa var. varia,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544109,TRUE,Deschampsia cespitosa subsp. cespitosa,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77168749-1,
Deschampsia flexuosa var. argentea,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:390896,FALSE,Deschampsia flexuosa var. argentea,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:390896-4,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:390896-4
Deschampsia flexuosa var. buchenaui,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:522962,TRUE,Avenella flexuosa subsp. flexuosa,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77170133-1,
Desmodium canadense,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2762197,TRUE,Desmodium canadense,TRUE,Species,/taxon/urn:lsid:ipni.org:names:1051889-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1051889-2
Dianthus superbus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2764999,TRUE,Dianthus superbus,TRUE,Species,/taxon/urn:lsid:ipni.org:names:153941-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:153941-1
Dichorisandra amabilis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:239376,TRUE,Dichorisandra amabilis,TRUE,Species,/taxon/urn:lsid:ipni.org:names:320074-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:320074-2
Dioscorea soso,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:240938,TRUE,Dioscorea soso,TRUE,Species,/taxon/urn:lsid:ipni.org:names:318608-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:318608-1
Diphasiastrum complanatum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3137972,TRUE,Lycopodium complanatum,FALSE,Species,/taxon/urn:lsid:ipni.org:names:147262-2,
Dracaena phrynioides,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304771,TRUE,Dracaena phrynioides,TRUE,Species,/taxon/urn:lsid:ipni.org:names:534323-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:534323-1
Dryopteris affinis subsp. affinis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3287962,TRUE,Dryopteris pseudomas,FALSE,Species,/taxon/urn:lsid:ipni.org:names:17436950-1,
Dryopteris affinis subsp. cambrensis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3176502,FALSE,Dryopteris affinis subsp. cambrensis,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:17538530-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17538530-1
Dryopteris borreri,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3150189,TRUE,Dryopteris borreri,TRUE,Species,/taxon/urn:lsid:ipni.org:names:17093090-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17093090-1
Dryopteris cambrensis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3150265,TRUE,Dryopteris cambrensis,TRUE,Species,/taxon/urn:lsid:ipni.org:names:17536000-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17536000-1
Dryopteris carthusiana var. carthusiana,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3267637,TRUE,Dryopteris carthusiana var. carthusiana,TRUE,Variety,/taxon/urn:lsid:ipni.org:names:77233563-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77233563-1
Dryopteris cristata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3150196,TRUE,Dryopteris cristata,TRUE,Species,/taxon/urn:lsid:ipni.org:names:17093920-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17093920-1
Dryopteris dilatata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3150211,TRUE,Dryopteris dilatata,TRUE,Species,/taxon/urn:lsid:ipni.org:names:30117034-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30117034-2
Dryopteris filix-mas,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2929967,TRUE,Dryopteris filix-mas,TRUE,Species,/taxon/urn:lsid:ipni.org:names:30345915-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30345915-2
Dryopteris filix-mas subsp. filix-mas,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3150229,TRUE,Dryopteris filix-mas subsp. filix-mas,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77186245-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77186245-1
Dryopteris linnaeana,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3166009,TRUE,Gymnocarpium dryopteris,FALSE,Species,/taxon/urn:lsid:ipni.org:names:17112110-1,
Dryopteris pseudomas,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3176402,TRUE,Dryopteris pseudomas,TRUE,Species,/taxon/urn:lsid:ipni.org:names:17436950-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17436950-1
Dryopteris tavelii,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3151087,TRUE,Dryopteris borreri,FALSE,Species,/taxon/urn:lsid:ipni.org:names:17093090-1,
Echinochloa colonum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:410176,TRUE,Mnesithea veldkampii,FALSE,Species,/taxon/urn:lsid:ipni.org:names:77065020-1,
Echinochloa crus-galli,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:410191,TRUE,Echinochloa crus-galli,TRUE,Species,/taxon/urn:lsid:ipni.org:names:399660-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:399660-1
Echinochloa oryzoides,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:410325,TRUE,Echinochloa oryzoides,TRUE,Species,/taxon/urn:lsid:ipni.org:names:399717-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:399717-1
Echium vulgare,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2784423,TRUE,Echium vulgare,TRUE,Species,/taxon/urn:lsid:ipni.org:names:115950-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:115950-1
Echium vulgare subsp. vulgare,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3263879,TRUE,Echium vulgare subsp. vulgare,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77229140-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77229140-1
Echium vulgare var. wierzbickii,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3035798,TRUE,Echium vulgare subsp. vulgare,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77229140-1,
Eleocharis palustris,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:242738,TRUE,Eleocharis palustris,TRUE,Species,/taxon/urn:lsid:ipni.org:names:1094314-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1094314-2
Eleocharis palustris subsp. palustris,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:242751,TRUE,Eleocharis palustris subsp. palustris,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77171826-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77171826-1
Eleocharis quinqueflora,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:242813,TRUE,Eleocharis quinqueflora,TRUE,Species,/taxon/urn:lsid:ipni.org:names:307064-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:307064-1
Elymus arenarius fo. ramosus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:550400,not found,not found,FALSE,not found,not found,
Elymus caninus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:410994,TRUE,Elymus repens subsp. repens,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77171637-1,
Elymus pungens,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:411486,TRUE,Elymus pungens,TRUE,Species,/taxon/urn:lsid:ipni.org:names:1153665-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1153665-2
Elymus repens subsp. repens,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:477355,TRUE,Elymus repens subsp. repens,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77171637-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77171637-1
Elytrigia pungens,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:411903,TRUE,Elymus pungens,FALSE,Species,/taxon/urn:lsid:ipni.org:names:1153665-2,
Englerodendron libassum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3273902,TRUE,Englerodendron libassum,TRUE,Species,/taxon/urn:lsid:ipni.org:names:77217679-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77217679-1
Enodium caeruleum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:412022,TRUE,Molinia caerulea,FALSE,Species,/taxon/urn:lsid:ipni.org:names:98382-3,
Enodium caeruleum var. angustifolium,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:540425,TRUE,Molinia caerulea,FALSE,Species,/taxon/urn:lsid:ipni.org:names:98382-3,
Enodium caeruleum var. latifolium,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:540432,TRUE,Molinia caerulea,FALSE,Species,/taxon/urn:lsid:ipni.org:names:98382-3,
Ephedra fragilis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332930,TRUE,Ephedra fragilis,TRUE,Species,/taxon/urn:lsid:ipni.org:names:383397-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:383397-1
Ephedra fragilis subsp. desfontainii,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470117,FALSE,Ephedra fragilis subsp. desfontainii,TRUE,Subspecies,/taxon/urn:lsid:ipni.org:names:77258124-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77258124-1
Epilobium dumortieri,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2910541,TRUE,Epilobium × persicinum,FALSE,Species,/taxon/urn:lsid:ipni.org:names:612184-1,
Epilobium hirsutum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2790521,TRUE,Epilobium hirsutum,TRUE,Species,/taxon/urn:lsid:ipni.org:names:611919-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:611919-1
Epilobium montanum,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2790730,TRUE,Epilobium angustifolium subsp. angustifolium,FALSE,Subspecies,/taxon/urn:lsid:ipni.org:names:77230761-1,
